index,sample_id,possible_answers,query_type,query,answer,image_name
20866524,20866524,"No, the container is light but white.",05-blue_light,Is the container made of plastic light and blue?,no,n579256.jpg
20866526,20866526,The container has light tone.,10q-container_tone,What tone does the container made of plastic have?,light,n579256.jpg
20866521,20866521,The container is on the right of the image.,10c-container_hposition,"Which side of the picture is the plastic container on, the right or the left?",right,n579256.jpg
201510327,201510327,The fruit is a pear.,11q-fruit,Which kind of fruit is it?,pear,n541854.jpg
201492240,201492240,The clothing item is a baseball mitt.,12q-clothing_n#long sleeved,What clothing item is not long sleeved?,baseball mitt,n9856.jpg
20691652,20691652,The towels are black.,10c-towels_color,"What color are the towels made of cloth, black or white?",black,n153293.jpg
202144424,202144424,The shorts are brown.,10q-shorts_color,What color are the shorts that the man is wearing?,brown,n37274.jpg
20836579,20836579,The piece of furniture is a table.,"15-luggage_sitting in front of,o",What is the piece of furniture that the luggage that is brown and black is sitting in front of?,table,n507959.jpg
20349798,20349798,The woman is wearing a shirt.,"14-shirt_wearing,s",Who is wearing the shirt?,woman,n468864.jpg
201663481,201663481,"Yes, there is a new dishwasher.",04-dishwasher_new,Are there any new dishwashers?,yes,n35676.jpg
20692079,20692079,The sink is small.,10q-sink_size,How big is the sink?,small,n499081.jpg
201030507,201030507,The shirt is long sleeved.,10c-shirt_32,Does the shirt seem to be sleeveless or long sleeved?,long sleeved,n54424.jpg
201997609,201997609,"No, the ceiling is clean but white.",05-blue_clean,Does the ceiling above the table look blue and clean?,no,n319845.jpg
201153290,201153290,The woman is staring at the giraffe.,"14-giraffe_staring at,s",Who is staring at the giraffe?,woman,n160664.jpg
201983816,201983816,"No, there is a bag but it is red.",04-bag_black,Is there any bag that is black?,no,n16378.jpg
201153292,201153292,The woman is staring at the giraffe.,"14-woman_staring at,o",What animal is the person in front of the post staring at?,giraffe,n160664.jpg
201153293,201153293,The woman is staring at the giraffe.,"14-woman_staring at,o",What animal is the woman staring at?,giraffe,n160664.jpg
201153297,201153297,The woman is staring at the giraffe.,"15-woman_staring at,o",Which kind of animal is the woman staring at?,giraffe,n160664.jpg
20645858,20645858,The bathroom is white.,10q-bathroom_color,What color is the small bathroom?,white,n98544.jpg
20441903,20441903,"Yes, the table is brown and rectangular.",05-brown_rectangular,Does the table look brown and rectangular?,yes,n207708.jpg
201570582,201570582,"Yes, the purse is black and the plate is white.",09diff-plate_purse,Is the plate different in color than the purse?,yes,n382416.jpg
201535714,201535714,The clothing is a coat.,12q-clothing_yellow,Which kind of clothing is yellow?,coat,n272098.jpg
20652278,20652278,"The shape, both the soccer ball and the backpack are round.",09common-backpack_soccer ball,What is common to the soccer ball and the backpack?,shape,n400036.jpg
201535713,201535713,The clothing is a coat.,12q-clothing_yellow,What kind of clothing is yellow?,coat,n272098.jpg
201111169,201111169,The table is brown.,10q-table_color,The table has which color?,brown,n546616.jpg
20891561,20891561,"Yes, the kid is wearing shorts.",13-child_shorts,Is the kid wearing shorts?,yes,n347706.jpg
20891560,20891560,The child is wearing shorts.,"14-child_wearing,o",What's the child wearing?,shorts,n347706.jpg
20503738,20503738,"No, the sticker is rectangular but purple.",05-rectangular_white,Is the sticker both white and rectangular?,no,n324644.jpg
20883191,20883191,"Yes, the boy is real.",06-boy_real,Do you think this boy is real?,yes,n159284.jpg
20503730,20503730,The sticker is purple.,10q-sticker_color,What color is the sticker that looks rectangular?,purple,n324644.jpg
201974600,201974600,The shirt is dark blue.,10q-shirt_color,What is the color of the shirt?,dark blue,n274905.jpg
201972712,201972712,The sky is blue.,10q-sky_color,What color is the sky?,blue,n541482.jpg
20783517,20783517,"No, there is a chair but it is red.",04-chair_n#red,Do you see any chairs that are not red?,no,n355339.jpg
20797833,20797833,The man is in front of the tree.,"14-man_in front of,o",The man is in front of what?,tree,n16656.jpg
20797830,20797830,The man is in front of the tree.,"14-tree_in front of,s",Who is in front of the tree that is in front of the sky?,man,n16656.jpg
20342305,20342305,"No, the person is walking.",06-person_sitting,Does the person in front of the other person appear to be sitting?,no,n16425.jpg
20783519,20783519,The piece of furniture is a chair.,"15-people_in front of,s",What item of furniture is in front of the people that are sitting around the table?,chair,n355339.jpg
20797834,20797834,The man is in front of the tree.,"14-man_in front of,o",What is the man in front of?,tree,n16656.jpg
2053782,2053782,The sidewalk is made of concrete.,10q-sidewalk_material,What is the sidewalk made of?,concrete,n146555.jpg
202106445,202106445,"Yes, there is a green racket.",04-racket_green,Are there green snowboards or rackets?,yes,n574498.jpg
201401744,201401744,"No, the sky is bright but cloudy.",05-bright_clear,Does the blue sky look bright and clear?,no,n155555.jpg
20536241,20536241,The bison is heavy.,10q-bison_weight,How heavy is the bison?,heavy,n410476.jpg
2053786,2053786,"Yes, the sidewalk is rough and paved.",05-paved_rough,Does the concrete sidewalk look rough and paved?,yes,n146555.jpg
20899760,20899760,The device is a laptop.,"15-tomatoes_to the left of,s",What kind of device is to the left of the tomatoes?,laptop,n186491.jpg
20899763,20899763,"No, there is a laptop to the left of the tomatoes.",13-tomatoes_phone,Are there any phones to the left of the tomatoes that are being in the bowl?,no,n186491.jpg
201621812,201621812,The device is a speaker.,"15-couch_to the right of,s",What is the device to the right of the couch?,speaker,n275148.jpg
20536249,20536249,The bison is looking down.,10q-bison_activity,What is the bison doing?,looking down,n410476.jpg
20899769,20899769,The device is a laptop.,"15-table_sitting on,s",What type of device is sitting on the square table?,laptop,n186491.jpg
20306372,20306372,The woman is holding the camera.,"15-woman_holding,o",What device is the woman holding?,camera,n554880.jpg
20306370,20306370,The device is a camera.,"15-woman_holding,o",What is the device that the young woman is holding?,camera,n554880.jpg
20866380,20866380,The floor is gray.,10q-floor_color,Which color is the floor?,gray,n579256.jpg
20473110,20473110,"Yes, there is a woman.",09existOr-glasses_woman,Are there glasses or women?,yes,n126891.jpg
201467402,201467402,"The color, both the door and the room are white.",09common-door_room,What is common to the door and the room?,color,n295771.jpg
20518336,20518336,The appliance is a radiator.,"15-sink_under,s",What type of appliance is under the sink that is shown in the picture?,radiator,n141939.jpg
20518337,20518337,The appliance is a radiator.,"15-sink_under,s",Which kind of appliance is under the sink?,radiator,n141939.jpg
20518334,20518334,The radiator is under the sink.,"14-sink_under,s",What is under the sink on the counter top?,radiator,n141939.jpg
20518335,20518335,The radiator is under the sink.,"14-sink_under,s",What's under the sink?,radiator,n141939.jpg
201759317,201759317,The window is made of glass.,10c-window_material,"What is the window made of, glass or plastic?",glass,n150962.jpg
20518339,20518339,"No, there is a radiator under the sink.",13-sink_drawer,Do you see any drawers under the sink?,no,n141939.jpg
201952898,201952898,The vehicle is a car.,"15-houses_parked near,s",What is the vehicle that is parked near the houses called?,car,n525029.jpg
20480525,20480525,"No, the books are colorful but thin.",05-colorful_thick,Do the tall books look colorful and thick?,no,n520071.jpg
202053173,202053173,The umpire is staring.,staring,Who in this photograph is staring?,umpire,n334278.jpg
20183255,20183255,The woman is sitting on top of the steps.,"14-woman_sitting on top of,o",What is the woman that is not young sitting on top of?,steps,n151768.jpg
20797661,20797661,The shoe is behind the cat.,"15-shoe_behind,o",What animal is the shoe behind of?,cat,n16656.jpg
201548930,201548930,The room is holding the picture.,"14-room_holding,o",What is the room holding?,picture,n314171.jpg
20157379,20157379,The furniture is a table.,12q-furniture_wood,What kind of furniture is wooden?,table,n170941.jpg
20257105,20257105,"No, the life vest is black and the shirt is white.",09same-life jacket_shirt,Are the life vest and the shirt the same color?,no,n441859.jpg
20489405,20489405,"No, the pillow is blue and the table lamp is white.",09same-pillow_table lamp,Does the table lamp have the same color as the pillow?,no,n145498.jpg
20709846,20709846,The umbrella is on the left of the image.,10q-umbrella_hposition,In which part is the open umbrella?,left,n24526.jpg
20754796,20754796,"No, the skateboard is brown but small.",05-brown_large,Does the skateboard have brown color and large size?,no,n566028.jpg
202169340,202169340,"Yes, the bench is in front of the woman.",13-bench_woman,Is the bench in front of the woman the man is to the left of?,yes,n451187.jpg
20963807,20963807,The faucet is beneath the mirror.,"14-mirror_beneath,s",What is beneath the mirror?,faucet,n119886.jpg
2053568,2053568,"Yes, the bottle is made of plastic.",06-bottle_plastic,Is plastic used to make the bottle to the right of the cow?,yes,n146555.jpg
20941978,20941978,"Yes, the building is in front of the trees.",13-building_trees,Is the building in front of the trees that are not short?,yes,n137182.jpg
20667406,20667406,The device is a Wii controller.,"15-man_to the right of,s",What device is to the right of the man that is sitting in front of the pillow?,wii controller,n181355.jpg
202156967,202156967,The dirt is brown.,10q-dirt_color,What color is the dirt the elephants are on?,brown,n543966.jpg
20757114,20757114,"Yes, the lady is looking down.",06-lady_looking down,Do you think that lady is looking down?,yes,n433532.jpg
201571188,201571188,"Yes, the suitcase is tall and brown.",05-brown_tall,Is the suitcase to the right of the other suitcase tall and brown?,yes,n382416.jpg
20757119,20757119,The lady is looking down.,10q-lady_activity,What is the lady doing?,looking down,n433532.jpg
20394761,20394761,The woman is wearing a dress.,"14-woman_wearing,o",What is the woman wearing?,dress,n369313.jpg
20394760,20394760,The woman is wearing a dress.,"14-woman_wearing,o",What is the happy woman wearing?,dress,n369313.jpg
20508714,20508714,The woman is wearing a shirt.,"14-shirt_wearing,s",Who is wearing a shirt?,woman,n511913.jpg
202053319,202053319,"No, the batter is young but male.",05-female_young,Is the athletic person in front of the umpire young and female?,no,n334278.jpg
202174529,202174529,"Yes, the window is rectangular and white.",05-rectangular_white,Is the window rectangular and white?,yes,n398429.jpg
201908788,201908788,"Yes, the forks are hard.",06-forks_hard,Do the silver forks look hard?,yes,n479092.jpg
20403340,20403340,The mirror is square.,10q-mirror_shape,What shape is the large mirror?,square,n249639.jpg
20306592,20306592,"No, the camera is on the left of the image.",06-camera_right,Is the camera on the right side of the picture?,no,n554880.jpg
20403344,20403344,"Yes, there is a mirror near the lamp.",13-lamp_mirror,Is there a mirror near the white lamp?,yes,n249639.jpg
20435304,20435304,The napkin is made of paper.,10c-napkin_material,"What makes up the napkin, paper or cloth?",paper,n431447.jpg
20939909,20939909,"Yes, the garbage can is behind a mat.",13-trash can_mat,Is the garbage can behind a mat?,yes,n240666.jpg
